"THETA1","THETA2","THETA3","THETA4","THETA5","THETA6","THETA7","THETA8"
0.21062710180678,-0.0383227802029914,-0.0221699771704857,-0.00983583310800758,0.0206039621481286,0,-0.00565044820439584,0.00198650480370026
-0.0383227802029914,0.229449118287081,-0.100311753308636,0.00680267740341825,-0.00430868533490202,0,-0.0126331507168098,0.00897504676380805
-0.0221699771704857,-0.100311753308636,0.5798727444471,-0.0160384330926774,0.0172701052905462,0,0.00129083938020552,-0.00541719839581678
-0.00983583310800758,0.00680267740341825,-0.0160384330926774,0.00606030043774559,0.00245877688751001,0,0.000927353851946451,-0.00121838676428474
0.0206039621481286,-0.00430868533490202,0.0172701052905462,0.00245877688751001,0.00825673496483514,0,0.000273494094406109,-0.000916186724355893
0,0,0,0,0,0,0,0
-0.00565044820439584,-0.0126331507168098,0.00129083938020552,0.000927353851946451,0.000273494094406109,0,0.0149770167327903,-0.00361585978933939
0.00198650480370026,0.00897504676380805,-0.00541719839581678,-0.00121838676428474,-0.000916186724355893,0,-0.00361585978933939,0.164634018355971
